address,is_contract,is_eligible,wallet_balance,sablier_claimable,gauge_claimable,auction_claimable,echo_balance,total_calculated_cove_balance
0xe64b5ccb599e704147714ae235421f09d4ef4b89,false,true,262.343714210086764137,0,0,0,0,262.343714210086764137
0x874c4eeb8329f0288fc1d28924495ca401e732d6,false,true,251.752103752476194944,0,0.004415004461360069,0,0,251.756518756937555013
0x665f44e3c2d7a9d6370e2c682a7d2e88047147ea,false,true,0,0,231.879103897018181272,0,0,231.879103897018181272
0xa1e3614272d5cfd45ace2ae49fae2935e6f25d27,false,true,221.84745381573086,0,0,0,0,221.84745381573086
0xb93fccb5a0873fbd1cd39e1310946636a2121e80,false,true,192.37218194111805,0,0,0,0,192.37218194111805
0x93171550cea2db3f74350cd5972239b25cf80b70,false,true,0,0,175.500655934297345529,0,0,175.500655934297345529
0x1dd9d35b3fa0d39e9f2f12100c1647260ad22331,false,true,169.7299424411009,0,0,0,0,169.7299424411009
0xfe82db7707fccc6e69f272cf3489ec972224ad5d,false,true,168.24057951563714,0,0,0,0,168.24057951563714
0x6553e84f5de03f84746bf9cc25f66781bec10d8e,true,true,133.354323558293362188,0,0,0,0,133.354323558293362188
0x2200168e9de8eecd7453b2b53b72106aa0fabef0,false,true,0,0,130.673757686412497704,0,0,130.673757686412497704
0x200eb30501e2f52e01a65e6ba9a0265544dafaf6,false,true,117.09631011621489446,0,0,0,0,117.09631011621489446
0xcd9aa0f51ae128575af8b62e14c5b2e2baf8a153,false,true,0,0,115.927510514845958921,0,0,115.927510514845958921
0x946529ba8ef6fa109621fd3351e4ff4465be6398,false,true,7.869901100217723937,0,105.725644211736604346,0,0,113.595545311954328283
0xcf5ab63a93dcbdd9bd46128cdeb7b4d8c760da67,false,true,105.210880777303115,0,0,0,0,105.210880777303115
0x38099008b2b669db5471993fc674ee275387b55c,false,true,0,0,104.930423844762684766,0,0,104.930423844762684766
0xf9e18a6ae4a822f8b223494c2b9683194bb3269f,true,true,104.44605926778486954,0,0,0,0,104.44605926778486954
0xe6dbdeec774b76f9841d775bb2b1fe0ebe10b1ef,false,true,103.652077140670437997,0,0,0,0,103.652077140670437997
0xa35c2558235f1d14c198377c17a9cc64d6306bde,false,true,102.522661821311829,0,0,0,0,102.522661821311829
0xc0509a3ce4225410c94029c3834e493b9d7e89f2,false,true,100.883801061453234,0,0,0,0,100.883801061453234
0xfdaed8c049bcd81ea72a6278854dc890f19fb69a,false,true,95.394277193307900647,0,0,0,0,95.394277193307900647
0x346a841b067fe2c59e7431a6ff088371b1aab67c,false,true,76.807050680073846822,0,0,0,0,76.807050680073846822
0xd8692236d0d9010951f15b69092e12fcdc1601d3,false,true,63.969778952514819898,0,0,0,0,63.969778952514819898
0x4283d7ab31ae0c2dec23c14e4926e48a79a2b4d2,false,true,62.593733342299715754,0,0.399867197282751537,0,0,62.993600539582467291
0x8e1c0c05f253c835f156db85ec5b3876c800aca0,true,true,50.306150506515246653,0,0.003554096484903171,0,0,50.309704603000149824
0x1babb042ddcca9064eb01a054bcdbf5ceb102592,false,true,48.345167142265267,0,0,0,0,48.345167142265267
0xbc23e962aa6d71b409802e3def69f2212a2005b4,false,true,0,0,36.661080946188289788,0,0,36.661080946188289788
0x914b431a0776b87c2b5fb2e7a3494be8455a5bca,false,true,31.401396388961285347,0,1.935355347901866945,0,0,33.336751736863152292
0x83b5654564caee5c8e86a314b4e62330db99ce16,true,true,28.819251792810353,0,0,0,0,28.819251792810353
0xc8dfd6f682efc54983ad7564b84becc5ab0b64d7,false,true,27.81665075838553,0,0,0,0,27.81665075838553
0xb69b0242d57d01b0f710c33a311435234050f5b9,false,true,27.253278840879198603,0,0,0,0,27.253278840879198603
0x20a7cd00296933c7765f0187bd1d0763f394732b,false,true,25.643423592423224,0,0,0,0,25.643423592423224
0x263b5394e4b3366c0e1a2b6887eb8a39478f43b4,false,true,25.301077653313025401,0,0.054116408617239436,0,0,25.355194061930264837
0xef85fc2457161b9fd358cc59decea8d1e21cabd2,false,true,24.601386061642626044,0,0,0,0,24.601386061642626044
0xd4ec8258a7c54cca02a76e5b12406e28943d12ae,false,true,11.334328884271712,0,0,0,0,11.334328884271712
0xa5075a6c79cdb5bebd542724315a9733fc4ba3a9,false,true,0,0,10.958552932039024234,0,0,10.958552932039024234
0xd80267de5ed5de6f7d6c66986b17b138fe2e1220,true,true,10.537897815474848,0,0,0,0,10.537897815474848
0xc5e116971dc612316ced320f2702bdb440c899ba,false,true,10.2522661821311819,0,0,0,0,10.2522661821311819
0x08d81572340e7b8205cb57dd78089f8fa6ea7139,false,true,6.825229868175192,0,0,0,0,6.825229868175192
0x50ce06ab2404c72fbd57620ea8aa0e282065a831,true,true,2.989773014986851,0,0,0,0,2.989773014986851
0x4570d5b4177cf209944e8e3fb1f2a77021ffd5c5,false,true,0,0,0.94733663953869799,0,0,0.94733663953869799
0x3c20eb2ec08f2658cb81503c54e6fc5a435191d2,false,true,0.000103698016441909,0,0.685744405557942569,0,0,0.685848103574384478
0xf36265d3bc945ff236eadcf58820ad1d6e59d497,false,true,0,0,0.612226101926641382,0,0,0.612226101926641382
0x8a1a66ccd6b5652a19e927308529c3a5bc7a9605,false,true,0.281585234063317366,0,0,0,0,0.281585234063317366
0x6aed1e291fcbcb5486f6d130af96dba39882b02a,false,true,0,0,0.163666012161034641,0,0,0.163666012161034641
0x4edb5dd988b78b40e1b38592a4761f694e05ef05,false,true,0,0,0.055461731895267846,0,0,0.055461731895267846
0x00236feeac26ef92552e3981096350d136084c64,false,true,0,0,0,0,0,0
0x06ef623e6c10e397a0f2dffa8c982125328e398c,false,true,0,0,0,0,0,0
0x0841ae807bebe6d5cc345e170680c92afa59a11a,false,true,0,0,0,0,0,0
0x124eeaa9eeac1ef7101dfa240e154cd22630374f,false,true,0,0,0,0,0,0
0x15633dc0ce383babc96fdcdabf08a29e87ce53e3,true,true,0,0,0,0,0,0
0x1cc4608576db10bb7879e6067bfbef9c4bb79055,false,true,0,0,0,0,0,0
0x1f78e719b872f36578f046d63b7c678333b87b08,false,true,0,0,0,0,0,0
0x2f34de5c2b03fa418006436ece472bbe7522f287,false,true,0,0,0,0,0,0
0x311f93fdf0fc04feea644b78567d70373f71a645,false,true,0,0,0,0,0,0
0x3327744318b8b0ee79159b7f742fe0b378f93df8,true,true,0,0,0,0,0,0
0x36ad673d72c4b7da864717070a8a448c8776c72f,false,true,0,0,0,0,0,0
0x3ab3482a076ba8bbce9274370d84720b1d5b7e94,false,true,0,0,0,0,0,0
0x3d4567d5482527179207d838af18fed493c46ae5,false,true,0,0,0,0,0,0
0x428e0c8fa5ca54e7c6c561140ebe2cab5665a222,false,true,0,0,0,0,0,0
0x4d8075d478d9719ea63b0a940735cfddd245c773,false,true,0,0,0,0,0,0
0x560ec1138e59d97f99da57b1e38a97d7d282987f,false,true,0,0,0,0,0,0
0x5dababaddd54f208f3fe18d98e9771dea3f441ee,false,true,0,0,0,0,0,0
0x6ee88c946cc0f94194242446749e52cbdbaf0759,false,true,0,0,0,0,0,0
0x7258cc067a5427860b3e8f19d6b4b387224ff554,false,true,0,0,0,0,0,0
0x80b3153f39aeec1ef68adc038913698e103e6e1d,false,true,0,0,0,0,0,0
0x81d3bb14a96001eebfd8f06fc5288fb52b7bee4b,true,true,0,0,0,0,0,0
0x88eb02e3e9a74aa7b9eb2b91af504b9a156be59d,false,true,0,0,0,0,0,0
0x9008d19f58aabd9ed0d60971565aa8510560ab41,true,true,0,0,0,0,0,0
0xa78ae49aa84c3051e6038d42013f7eae0274ad71,true,true,0,0,0,0,0,0
0xa8231b0b489b83cdee85bf19c1e60d35a3c37a25,false,true,0,0,0,0,0,0
0xa9f65fee721573dbfa586231a01ac880f92f494f,false,true,0,0,0,0,0,0
0xacdc50e4eb30749555853d3b542bfa303537ada5,true,true,0,0,0,0,0,0
0xb82be987cf6f25d0f040ca4567e3dacb4b92aa91,false,true,0,0,0,0,0,0
0xbbe2317fc28a7bb06c21bd9d72ffb0d195e20857,true,true,0,0,0,0,0,0
0xcaec2d1b14f5288a2ef8fdbe8f69d650c1eae41a,false,true,0,0,0,0,0,0
0xcb4e080d54c436d7adeea4cc81f62f5c21e72351,false,true,0,0,0,0,0,0
0xdaab83df7aba7f4138928566d5a17161004bee1b,false,true,0,0,0,0,0,0
0xe629d73b655d5c5307a2b1d7439fa6c5b48b710f,false,true,0,0,0,0,0,0
0xe98f4f21127386169061026771fba11fd1b18ea8,false,true,0,0,0,0,0,0
0xeb7b21e271f61caae18d1622d7302eee70f59551,false,true,0,0,0,0,0,0
0xee909fb511160452e904a12d0a3eee5f939d5204,false,true,0,0,0,0,0,0
0xf4030cd3b27e279d011c88e6073ee6b903b83d36,false,true,0,0,0,0,0,0
0xf45dcd8208306608c8f750335f2c1daef4850105,true,true,0,0,0,0,0,0
0xf9bbf41039af2d6be2a033c55eea3becad17bfbb,false,true,0,0,0,0,0,0
0xfd184b39cd9152a09c1c895cafd7efcd93dbbad1,false,true,0,0,0,0,0,0
